law,section,punishment,next_steps,keywords
Negotiable Instruments Act,Section 40 - Discharge of indorser's liability,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments discharge indorser liability where holder instrument without consent destroys impairs remedy against prior party discharged same extent been paid maturity
Negotiable Instruments Act,"Section 41 - Acceptor bound, although, indorsement forged",Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments acceptor bound although indorsement forged bill exchange already indorsed relieved liability reason such knew believe when accepted
Negotiable Instruments Act,Section 42 - Acceptance of bill drawn in fictitious name,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments acceptance bill drawn fictitious name acceptor exchange payable drawer order reason such relieved liability holder due course claiming indorsement same hand signature purporting
Negotiable Instruments Act,"Section 43 - Negotiable instrument made, etc., without consideration",Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments instrument made etc without consideration drawn accepted indorsed transferred which fails creates obligation payment between parties transaction but such party indorsement holder every
Negotiable Instruments Act,Section 44 - Partial absence or failure of money consideration,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments partial absence failure money consideration when which person signed promissory note bill exchange cheque consisted originally absent part subsequently failed sum holder standing
Negotiable Instruments Act,Section 45 - Partial failure of consideration not consisting of money,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments partial failure consideration consisting money where part which person signed promissory note bill exchange cheque though ascertainable without collateral enquiry there been sum
Negotiable Instruments Act,Section 45A - Holder's right to duplicate of lost bill,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments 45a holder right duplicate lost bill where exchange been before over due person who apply drawer give another same tenor giving security required
Negotiable Instruments Act,Section 46 - Delivery,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments delivery making acceptance indorsement promissory note bill exchange cheque completed actual constructive between parties standing immediate relation effectual must made party accepting indorsing
Negotiable Instruments Act,Section 47 - Negotiations by delivery,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments negotiations delivery subject provisions promissory note bill exchange cheque payable bearer thereof
Negotiable Instruments Act,Section 48 - Negotiation by indorsement,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments negotiation indorsement subject provisions promissory note bill exchange cheque payable order holder delivery thereof
Negotiable Instruments Act,Section 49 - Conversion of indorsement in blank into indorsement in full,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments conversion indorsement blank full holder instrument indorsed without signing own name writing above indorser signature direction pay other person indorsee convert does thereby
Negotiable Instruments Act,Section 5 - Bill of exchange,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments bill exchange instrument writing containing unconditional order signed maker directing certain person pay sum money only bearer promise conditional within meaning reason time
Negotiable Instruments Act,Section 50 - Effect of indorsement,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments effect indorsement instrument followed delivery transfers indorsee property therein right further negotiation but express words restrict exclude such merely constitute agent indorse reeive
Negotiable Instruments Act,Section 51 - Who may negotiate,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments who negotiate every sole maker drawer payees indorsee several joint makers drawers indorsees instrument negotiability such been restricted excluded mentioned indorse same
Negotiable Instruments Act,Section 52 - Indorser who excluds his own liability or makes it conditional,"Where an indorser so excludes his liability and afterwards becomes the holder of the instrument, all intermediate indorsers are liable to him.",1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments indorser who excluds own liability makes conditional instrument express words indorsement exclude thereon make such right indorsee receive amount due depend upon happening
Negotiable Instruments Act,Section 53 - Holder deriving title from holder in due course,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments holder deriving title due course instrument who derives rights thereon
Negotiable Instruments Act,Section 54 - Instrument indorsed in blank,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments instrument indorsed blank subject provisions hereinafter contained crossed cheques payable bearer thereof even although originally order
Negotiable Instruments Act,Section 55 - Conversion of indorsement in blank into indorsement in full,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments conversion indorsement blank full instrument after having been indorsed amount cannot claimed indorser except person whom one who derives title through such
Negotiable Instruments Act,Section 56 - Indorsement for part of sum due,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments indorsement part sum due writing instrument valid purpose negotiation such purports transfer only amount appearing but where been partly paid note effect indorsed
Negotiable Instruments Act,Section 57 - Legal representative cannot by delivery only negotiate instrument indorsed by deceased,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments legal representative cannot delivery only negotiate instrument indorsed deceased person promissory note bill exchange cheque payable order but delivered
Negotiable Instruments Act,Section 58 - Instrument obtained by unlawful means or for unlawful consideration,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments instrument obtained unlawful means consideration when been lost maker acceptor holder thereof offence fraud possessor indorsee who claims through person found entitled receive
Negotiable Instruments Act,Section 59 - Instrument acquired after dishonour or when overdue,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments instrument acquired after dishonour when overdue holder who whether non acceptance payment notice thereof maturity only against other parties rights thereon transferor accommodation
Negotiable Instruments Act,Section 6 - Cheque,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments cheque bill exchange drawn specified banker expressed payable otherwise than demand includes electronic image truncated form explanations purposes expressions means using computer resource
Negotiable Instruments Act,Section 60 - Instrument negotiable till payment or satisfaction,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments instrument till payment satisfaction negotiated except maker drawee acceptor after maturity until thereof but such
Negotiable Instruments Act,Section 61 - Presentment for acceptance,"In default of such presentment, no party thereto is liable thereon to the person making such default.",1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments presentment acceptance bill exchange payable after sight must time place specified therein presented drawee thereof can reasonable search found person entitled demand within
Negotiable Instruments Act,Section 62 - Presentment of promissory note for sight,"In default of such presentment, no party thereto is liable thereon to the person making such default.",1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments presentment promissory note sight payable certain period after must presented maker thereof can reasonable search found person entitled demand payment within time made
Negotiable Instruments Act,Section 63 - Drawee's time for deliberation,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments drawee time deliberation holder must required bill exchange presented acceptance allow forty eight hours exclusive public holidays consider whether will accept
Negotiable Instruments Act,Section 64 - Presentment for payment,"In default of such presentment, the other parties thereto are not liable thereon to such holder.",1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments presentment payment promissory notes bills exchange cheques must presented maker acceptor drawee thereof respectively behalf holder hereinafter provided default such other parties thereto
Negotiable Instruments Act,Section 65 - Hours for presentment,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments hours presentment payment must made during usual business banker within banking
Negotiable Instruments Act,Section 66 - Presentment for payment of instrument payable after date or sight,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments presentment payment instrument payable after date sight promissory note bill exchange made specified period thereof must presented maturity
Negotiable Instruments Act,Section 67 - Presentment for payment of promissory note payable by instalments,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments presentment payment promissory note payable instalments must presented third day after date fixed each instalment non such same effect maturity
Negotiable Instruments Act,Section 68 - Presentment for payment of instrument payable at specified place and not else where,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments presentment payment instrument payable specified place else where promissory note bill exchange cheque made drawn accepted elsewhere must order charge party thereto presented
Negotiable Instruments Act,Section 69 - Instrument payable at specified place,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments instrument payable specified place promissory note bill exchange made drawn accepted must order charge maker drawer thereof presented payment
Negotiable Instruments Act,"Section 7 - Drawer, Drawee",Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments drawer drawee maker bill exchange cheque called person thereby directed pay case need when endorsement thereon name given addition resorted such acceptor after
Negotiable Instruments Act,Section 70 - Presentment where no exclusive place specified,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments presentment where exclusive place specified promissory note bill exchange made payable mentioned sections must presented payment business usual residence maker drawee acceptor thereof
Negotiable Instruments Act,"Section 71 - Presentment when maker, etc., has no known place of business or residence.",Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments presentment when maker etc known place business residence drawee acceptor instrument fixed specified acceptance payment such made person wherever can found
Negotiable Instruments Act,Section 72 - Presentment of cheque to charge drawer,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments presentment cheque charge drawer subject provisions must order presented bank upon which drawn before relation between banker been altered prejudice
Negotiable Instruments Act,Section 73 - Presentment of cheque to charge any other person,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments presentment cheque charge other person must order except drawer presented within reasonable time after delivery thereof such
Negotiable Instruments Act,Section 74 - Presentment of instrument payable on demand,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments presentment instrument payable demand subject provisions must presented payment within reasonable time after received holder
Negotiable Instruments Act,"Section 75 - Presentment by or to agent, representative of deceased, or assignee of insolvent",Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments presentment agent representative deceased assignee insolvent acceptance payment made duly authorized drawee maker acceptor case where died legal been declared
Negotiable Instruments Act,Section 75A - Excuse for delay in presentment for acceptance or payment,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments 75a excuse delay presentment acceptance payment excused caused circumstances beyond control holder imputable default misconduct negligence when cause ceases operate must made within
Negotiable Instruments Act,Section 76 - When presentment unnecessary,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments when presentment unnecessary payment necessary instrument dishonoured due date following cases maker drawee acceptor intentionally prevents being payable place business closes such day
Negotiable Instruments Act,Section 77 - Liability of banker for negligently dealing with bill presented for payment,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments liability banker negligently dealing bill presented payment when exchange accepted payable specified bank been duly there dishonoured improperly keeps deals delivers back such
Negotiable Instruments Act,Section 78 - To whom payment should be made,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments whom payment should made subject provisions clause amount due promissory note bill exchange cheque must order discharge maker acceptor holder instrument
Negotiable Instruments Act,Section 79 - Interest when rate specified,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments interest when rate specified expressly made payable promissory note bill exchange calculated amount principal money due thereon date instrument until tender realization such
Negotiable Instruments Act,Section 8 - Holder,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments holder promissory note bill exchange cheque means person entitled own name possession thereof receive recover amount due thereon parties thereto where lost destroyed
Negotiable Instruments Act,Section 80 - Interest when no rate specified,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments interest when rate specified instrument amount due thereon notwithstanding agreement relating between parties calculated eighteen per annum date which same ought been paid
Negotiable Instruments Act,"Section 81 - Delivery of instrument on payment, or indemnity in case of loss","Any person liable to pay, and called upon by the holder thereof to pay, the amount due on a promissory note, bill of exchange or cheque is before payment entitled to have it shown, and is on payment entitled to have it delivered up, to him, or, if the instrument is lost or cannot be produced, to be indemnified against any further claim thereon against him.",1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments delivery instrument payment indemnity case loss person liable pay called upon holder thereof amount due promissory note bill exchange cheque before entitled shown
Negotiable Instruments Act,Section 81A - Application of the Act to electronic cheque and truncated cheque,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments 81a application electronic cheque truncated provisions time being force apply relation cheques subject such modifications amendments necessary carrying out purposes 1881 central government
Negotiable Instruments Act,Section 82 - Discharge from liability,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments discharge liability maker acceptor indorser respectively instrument discharged thereon cancellation holder thereof who cancels such name intent parties claiming release otherwise discharges deriving
Negotiable Instruments Act,Section 83 - Discharge by allowing drawee more than forty-eight hours to accept,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments discharge allowing drawee more than forty eight hours accept holder bill exchange allows exclusive public holidays consider whether will same previous parties consenting
Negotiable Instruments Act,Section 84 - When cheque not duly presented and drawer damaged thereby.,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments when cheque duly presented drawer damaged thereby where payment within reasonable time issue person whose account drawn right presentment ought been made between
Negotiable Instruments Act,Section 85 - Cheque payable to order.,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments cheque payable order where purports endorsed behalf payee drawee discharged payment due course originally expressed bearer thereof notwithstanding endorsement whether full blank appearing
Negotiable Instruments Act,Section 85A - Drafts drawn by one branch of a bank on another payable to order,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments 85a drafts drawn one branch bank another payable order where draft pay money office upon same sum demand purports endorsed behalf payee discharged
Negotiable Instruments Act,Section 86 - Parties not consenting discharged by qualified or limited acceptance,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments parties consenting discharged qualified limited acceptance holder bill exchange acquiesces one part sum mentioned which substitutes different place time payment where drawees partners
Negotiable Instruments Act,Section 87 - Effect of material alteration,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments effect material alteration indorsee instrument renders same void against one who party thereto time making such does consent unless made order carry out
Negotiable Instruments Act,Section 88 - Acceptor or indorser bound notwithstanding previous alteration,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments acceptor indorser bound notwithstanding previous alteration instrument acceptance indorsement
Negotiable Instruments Act,Section 89 - Payment of instrument on which alteration is not apparent,"Where a promissory note, bill of exchange or cheque has been materially altered but does not appear to have been so altered, or where a cheque is presented for payment which does not at the time of presentation appear to be crossed or to have had a crossing which has been obliterated, payment thereof by a person or banker liable to pay, and paying the same according to the apparent tenor thereof at the time of payment and otherwise in due course, shall discharge such person or banker from all liability thereon; and such payment shall not be questioned by reason of the instrument having been altered or the cheque crossed.",1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments payment instrument which alteration apparent where promissory note bill exchange cheque been materially altered but does appear presented time presentation crossed crossing obliterated
Negotiable Instruments Act,Section 9 - Holder in due course,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments holder due course means person who consideration became possessor promissory note bill exchange cheque payable bearer payee indorsee thereof order before amount mentioned
Negotiable Instruments Act,Section 90 - Extinguishment of rights of action on bill in acceptor's hands,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments extinguishment rights action bill acceptor hands exchange which been negotiated after maturity held own right thereon extinguished
Negotiable Instruments Act,Section 91 - Dishonour by non-acceptance,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments dishonour non acceptance bill exchange said dishonoured when drawee one several drawees being partners makes default upon duly required accept where presentment excused
Negotiable Instruments Act,Section 92 - Dishonour by non-payment,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments dishonour non payment promissory note bill exchange cheque said dishonoured when maker acceptor drawee makes default upon being duly required pay same
Negotiable Instruments Act,Section 93 - By and to whom notice should be given,"When a promissory note, bill of exchange or cheque is dishonoured by non-acceptance or non-payment, the holder thereof, or some party thereto who remains liable thereon, must give notice that the instrument has been so dishonoured to all other parties whom the holder seeks to make severally liable thereon, and to some one of several parties whom he seeks to make jointly liable thereon.",1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments whom notice should given when promissory note bill exchange cheque dishonoured non acceptance payment holder thereof some party thereto who remains liable thereon
Negotiable Instruments Act,Section 94 - Mode in which notice may be given,"Notice of dishonour may be given to a duly authorized agent of the person to whom it is required to be given, or, where he has died, to his legal representative, or, where he has been declared an insolvent, to his assignee; may be oral or written; may, if written, be sent by post; and may be in any form; but it must inform the party to whom it is given, either in express terms or by reasonable intendment, that the instrument has been dishonoured, and in what way, and that he Will be held liable thereon; and it must be given within a reasonable time after dishonour, at the place of business or (in case such party has no place of business) at the residence of the party for whom it is intended.",1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments mode which notice given dishonour duly authorized agent person whom required where died legal representative been declared insolvent assignee oral written sent post
Negotiable Instruments Act,Section 95 - Party receiving must transmit notice of dishonour,"Any party receiving notice of dishonour must, in order to render any prior party liable to himself, give notice of dishonour to such party within a reasonable time, unless such party otherwise receives due notice as provided by section 93.",1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments party receiving must transmit notice dishonour order render prior liable give such within reasonable time unless otherwise receives due provided
Negotiable Instruments Act,Section 96 - Agent for presentment,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments agent presentment when instrument deposited entitled same time give notice principal holder giving dishonour further like period
Negotiable Instruments Act,Section 97 - When party to whom notice given is dead,"When the party to whom notice of dishonour is despatched is dead, but the party despatching the notice is ignorant of his death the notice is sufficient.",1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments when party whom notice given dead dishonour despatched but despatching ignorant death sufficient
Negotiable Instruments Act,Section 98 - When notice of dishnour is unnecessary,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments when notice dishnour unnecessary dishonour necessary dispensed party entitled thereto order charge drawer countermanded payment charged could suffer damage want cannot after due
Negotiable Instruments Act,Section 99 - Noting,Punishment not explicitly available in imported source text.,1. Preserve supporting documents and evidence. 2. File complaint before proper authority. 3. Consult lawyer for next legal remedy.,negotiable instruments noting when promissory note bill exchange been dishonoured non acceptance payment holder cause such dishonour noted notary public upon instrument paper attached thereto
Negotiable Instruments Act Section 138,Dishonour of cheque for insufficiency of funds,"Imprisonment up to 2 years, or fine up to twice the cheque amount, or both.",1. Send statutory legal notice within limitation period. 2. Preserve cheque return memo and bank records. 3. File complaint in competent court.,cheque bounce dishonour cheque returned
Noise Pollution Rules,Excessive noise from neighborhood/loudspeakers,Authorities can impose restrictions and penalties under applicable rules/local laws.,1. Record date/time audio-video evidence. 2. Complain to local police/municipal authority/SPCB. 3. Escalate repeated violation with written complaint.,noise complaint loudspeaker neighbor loud music night noise
POCSO Act 2012,Sexual offences against children,Stringent punishments vary by offence severity under POCSO.,1. Report immediately to police/childline 1098. 2. Ensure child safety and medical care. 3. Record statement per child-friendly procedure.,child sexual abuse minor assault pocso
POSH Act 2013,Sexual harassment of women at workplace,Employer and respondents can face statutory penalties and disciplinary action.,1. File written complaint to Internal Committee within limitation period. 2. Preserve messages/emails/CCTV. 3. Seek interim relief/protection at workplace.,posh workplace sexual harassment office misbehave manager harassment
Payment of Wages Act 1936,Delayed or non-payment of wages,Employer may face penalties and prosecution under labour law framework.,1. Send written demand notice. 2. Approach Labour Commissioner. 3. File formal wages claim with records.,salary not paid unpaid wages employer not paying salary
Prevention of Corruption Act Section 7,Public servant taking undue advantage,Imprisonment can extend and includes fine as per anti-corruption law.,1. File complaint with ACB/Lokayukta/CBI jurisdiction. 2. Preserve demand proof/audio/chat. 3. Cooperate in trap/investigation process.,bribe corruption public servant demanded money
Protection of Women from Domestic Violence Act 2005,Domestic violence protection orders and reliefs,Provides civil reliefs; breach of protection order can attract criminal consequences.,1. Contact protection officer/women helpline. 2. Seek protection/residence/maintenance orders. 3. File related criminal complaint if needed.,domestic violence husband beating abuse at home
Public Nuisance (IPC 268/290),Public nuisance affecting daily life,Fine/penalty may apply depending on specific nuisance and local enforcement.,1. Document nuisance with photos/videos. 2. File complaint with police/municipality. 3. Seek magistrate remedy for recurring nuisance.,public nuisance garbage burning obstruction smell drainage
Real Estate (Regulation and Development) Act 2016,Builder delay and real estate project compliance,"Authority can order refund, interest, compensation, and compliance.",1. File complaint before RERA with documents. 2. Preserve allotment letter and payment records. 3. Seek refund/possession relief.,rera builder delay flat possession not given
Rent Control / Tenancy Laws,Landlord-tenant rent and eviction disputes,Remedies vary by state tenancy/rent control law and contract terms.,"1. Preserve rent agreement, receipts and notices. 2. Send legal notice for default/illegal eviction. 3. File before proper rent authority/court.",rent dispute landlord tenant eviction deposit not returned
SC/ST (Prevention of Atrocities) Act 1989,Atrocities against Scheduled Castes and Scheduled Tribes,Stringent punishments and special procedures apply for listed atrocities.,1. File FIR mentioning caste-based offence details. 2. Request action under relevant PoA provisions. 3. Seek victim compensation/protection measures.,caste abuse atrocity sc st insult
Telecom Consumer Protection Regulations (TRAI),Deficiency in telecom service quality (internet speed/network quality below promised plan),Service provider may face regulatory direction/penalty and consumer may seek compensation or plan correction as per applicable telecom consumer rules.,1. Raise complaint with telecom provider and keep ticket number. 2. Escalate to appellate authority/consumer grievance if unresolved. 3. File complaint on DoT PG portal or consumer commission with speed-test evidence and bills.,internet speed low 5g slow network issue broadband speed not as promised telecom complaint call drop data speed
Trade Marks Act Section 103,Applying false trademarks and selling goods/services with false marks,Punishment includes imprisonment and fine under trademark law.,1. Gather counterfeit samples/invoices. 2. File complaint with police and trademark authority. 3. Seek injunction and seizure.,fake brand counterfeit trademark violation
Transfer of Property Act Section 54,Sale of immovable property,Governs legal requirements for valid sale of immovable property.,1. Verify title and encumbrances. 2. Register sale deed properly. 3. Preserve payment and mutation records.,property sale dispute land registration
Workplace termination dispute (Industrial Disputes framework),Illegal termination/retrenchment-related disputes,Relief can include reinstatement/compensation subject to labour adjudication.,"1. Preserve appointment letter, payslips, termination communication. 2. Approach labour office/conciliation. 3. File industrial dispute claim.",job terminated unfair dismissal retrenchment without notice
Municipal Corporation Act / IPC 283,IPC 283 - Danger or obstruction in public way; Municipal duty to maintain roads,Under IPC 283 (danger in public way): Fine up to Rs. 200. Under Municipal Acts: Corporation officials liable for negligence. Compensation for accident due to road defect can be claimed through civil court or consumer forum.,1. File complaint with municipality/panchayat and collect complaint number. 2. Escalate to zonal engineer/commissioner with photos and location proof. 3. If unresolved file grievance/RTI and approach district administration or consumer/public grievance forum.,no road in street road problem pothole drainage issue civic infrastructure municipal complaint street access
State Municipal Acts / Local Body Rules,Road damage and pothole maintenance complaint (public street access issues),Municipal authority may face administrative action/penalty for non-compliance with maintenance duties under local body rules.,1. File grievance with municipality/panchayat and keep complaint number. 2. Attach geo-tagged photos/video and location details. 3. Escalate to commissioner/district grievance portal if unresolved.,road damage pothole broken road no road in street civic complaint municipal public works
State Municipal Acts / Local Body Rules,Drainage and sewage overflow complaint (sanitation/public health hazard),Local authority can be directed to restore drainage/sanitation; continued non-compliance may attract penalties under municipal/public health rules.,"1. Lodge complaint with municipal sanitation wing. 2. Submit photos of overflow, dates and health impact details. 3. Escalate to health officer/SPCB/district administration if recurring.",drainage damage sewage overflow water logging sanitation complaint municipal drainage issue
IPC 288 / State Municipal Acts / Building Bye-laws,Section 288 - Illegal construction and building rule violation complaint,"Under IPC 288 (Negligent conduct with respect to pulling down or repairing buildings): Imprisonment up to 6 months, or fine up to Rs. 1,000, or both. Municipal authorities can impose demolition order, sealing, and fine up to Rs. 1 lakh under local building bye-laws.","1. File complaint with municipal building approval section. 2. Provide site photos, survey number and violation details. 3. Seek stop-work order and follow appellate process if required.",illegal construction unauthorized building building violation municipal approval complaint
